*********1*********2*********3*********4*********5*********6*********7*********8
*2345678901234567890123456789012345678901234567890123456789012345678901234567890
********************************************************************************
******************* File generated by Aqwa in Workbench 2025 R1 ****************
********************************************************************************
* Project Title                   : 
* Project Reference               : 
* Project Author                  : 
* Project Description             : 
* Date of Creation                : 2/4/2025 1:18:20 PM
* Last Modified                   : 7/17/2025 10:33:39 AM
* This analysis file written at   : 7/17/2025 10:33:54 AM
* Hydrodynamic Solver Unit System : Metric: kg, m [N]
********************************************************************************
*********************************** DECK  0 ************************************
********************************************************************************
JOB AQWA  LINE        c4325767f6e4916af1bc3ecf1ca586548fcd3ad
     1 1900         -0.1631664 0.1217871 -0.181795
     1 1901          9.4924e-2 3.6143e-2-8.1887e-2
     1 1902          -9.984e-2-1.6831e-2 0.1189234
     1 1903           6.188e-2 0.1293619 -0.508224
     1 1904          -0.115788-0.2813006-0.2697798
     1 1905         -0.1148111-0.2816768-0.3591967
     1 1906          5.4316e-2 3.6003e-2  0.258348
     1 1907          0.2250423 0.1611014-0.2241393
     1 1908          4.5915e-2 0.1119104 -0.508224
     1 1909          9.9951e-2 1.6714e-2-8.1692e-2
     1 1910         -9.8963e-2  2.297e-2 9.8983e-2
     1 1911          3.0921e-2 0.1283042 -0.508224
     1 1912          0.1971583 0.1568738-0.2095241
     1 1913         -8.7863e-2-0.2916972-0.2697854
     1 1914         -8.6605e-2-0.2919969-0.3592148
     1 1915         -0.1014123 3.6315e-3 9.9044e-2
     1 1916          4.3861e-2 0.1456215 -0.508224
     1 1917          0.2141784  0.128289-0.2081803
     1 1918          0.1014173-3.1369e-3-8.1789e-2
     1 1919         -5.2248e-2  3.073e-2  0.258348
     1 1920         -5.8823e-2-0.2986177-0.2697824
     1 1921         -5.7566e-2-0.2989174-0.3591899
     1 1922         -9.2473e-2 4.1623e-2 9.9022e-2
     1 1923         -9.0408e-2 8.7803e-2-0.1369128
     1 1924         -0.1082724 5.3067e-2 -0.508224
     1 1925          9.8808e-2-2.2746e-2-8.1888e-2
     1 1926         -3.0716e-2 3.0791e-2  0.258348
     1 1927         -0.1045644 6.9844e-2-0.1366786
     1 1928         -2.9045e-2-0.3027325-0.2697793
     1 1929         -2.7907e-2-0.3028469-0.3591952
     1 1930         -8.2511e-2 5.8698e-2 9.9032e-2
     1 1931          6.2447e-2 9.5154e-2 -0.508224
     1 1932          9.2534e-2-4.1547e-2-8.1916e-2
     1 1933         -8.4213e-3 2.9932e-2  0.258348
     1 1934         -7.1628e-2 0.1018618-0.1359617
     1 1935          8.0729e-2 0.1133024 -0.508224
     1 1936           4.946e-4-0.3042727-0.2697843
     1 1937          1.8689e-3-0.3042268-0.3592098
     1 1938         -6.9349e-2 7.3617e-2 9.9047e-2
     1 1939           8.256e-2-5.9052e-2-8.1707e-2
     1 1940           1.408e-2  2.699e-2  0.258348
     1 1941         -5.6131e-2 0.1751245 -0.508224
     1 1942          -5.119e-2 0.1135114-0.1359217
     1 1943          3.0327e-2-0.3032753-0.2697712
     1 1944          3.1894e-2-0.3030356-0.3592279
     1 1945         -5.3802e-2 8.5745e-2 9.8993e-2
     1 1946         -8.1359e-2 0.1662008 -0.508224
     1 1947          6.9525e-2-7.4066e-2-8.1794e-2
     1 1948          3.6168e-2 2.3768e-2  0.258348
     1 1949         -2.8902e-2 0.1212533-0.1361437
     1 1950          5.9846e-2-0.2983207-0.2697736
     1 1951          6.1235e-2-0.2980864-0.3591981
     1 1952         -3.6047e-2 9.4841e-2 9.8923e-2
     1 1953          5.3795e-2-8.6029e-2-8.1878e-2
     1 1954          5.7351e-2 1.9741e-2  0.258348
     1 1955          -5.241e-3 0.1257184-0.1367078
     1 1956          8.9642e-2-7.2592e-2 -0.508224
     1 1957          8.8641e-2-0.2909188 -0.269774
     1 1958          8.9931e-2-0.2905184 -0.359186
     1 1959         -1.6824e-2 0.1001611 9.9005e-2
     1 1960          0.1159534-9.3511e-2 -0.508224
     1 1961          3.6078e-2-9.4929e-2-8.1898e-2
     1 1962          1.9869e-2 0.1255386 -0.137566
     1 1963          9.6271e-2-0.1108801 -0.508224
     1 1964          0.1171938-0.2808852-0.2697728
     1 1965          0.1181498-0.2804416 -0.359203
     1 1966          -5.618e-2 1.4231e-2  0.258348
     1 1967          3.2219e-3 0.1014614 9.8945e-2
     1 1968          1.6762e-2-9.9937e-2-8.1696e-2
     1 1969          4.4272e-2 0.1182004-0.1369193
     1 1970         -0.1862211 9.8822e-3 -0.508224
     1 1971          0.1440304-0.2684317-0.2697825
     1 1972          0.1452286-0.2678757-0.3592034
     1 1973         -3.3752e-2  1.284e-2  0.258348
     1 1974           2.269e-2 9.8685e-2 9.8986e-2
     1 1975         -0.1832272-1.4012e-2 -0.508224
     1 1976         -3.1375e-3-0.1014567-8.1895e-2
     1 1977          6.6836e-2 0.1050055-0.1359933
     1 1978           0.169444-0.2526355-0.2697773
     1 1979          0.1705048-0.2519583-0.3592074
     1 1980         -1.0514e-2 1.1105e-2  0.258348
     1 1981          4.1636e-2 9.2218e-2 9.8955e-2
     1 1982         -2.2866e-2-9.8791e-2-8.1817e-2
     1 1983         -0.1806228-4.3431e-2 -0.508224
     1 1984          8.4326e-2 9.1282e-2-0.1358294
     1 1985          0.1934659 -0.234678 -0.269774
     1 1986          0.1942766-0.2339926-0.3592016
     1 1987             1.3e-2 8.0753e-3  0.258348
     1 1988          5.9094e-2 8.2171e-2 9.8978e-2
     1 1989         -4.1908e-2-9.2545e-2-8.1767e-2
     1 1990         -0.1803647 4.0458e-2 -0.508224
     1 1991          0.1009239 7.1874e-2-0.1356853
     1 1992           0.215565-0.2150393-0.2697835
     1 1993          0.2163286-0.2141951-0.3592044
     1 1994           3.617e-2 5.5524e-3  0.258348
     1 1995          7.4178e-2 6.9009e-2 9.8996e-2
     1 1996         -0.1723239 6.1933e-2 -0.508224
     1 1997         -5.8992e-2-8.2655e-2-8.1751e-2
     1 1998         -0.1475246  4.538e-2 -0.508224
     1 1999          0.1146987 5.0301e-2-0.1363869
     1 2000           0.235489-0.1930104 -0.269773
     1 2001           0.236283-0.1921326-0.3592176
     1 2002          5.8482e-2 2.7995e-3  0.258348
     1 2003          8.6371e-2 5.3291e-2 9.8994e-2
     1 2004         -0.1563054 1.7189e-2 -0.508224
     1 2005         -7.3862e-2-6.9544e-2-8.1867e-2
     1 2006          0.1282637 2.5516e-2-0.1396961
     1 2007          0.2531284-0.1686195-0.2697782
     1 2008          0.2536794 -0.167817-0.3591978
     1 2009          9.5139e-2 3.5596e-2 9.9037e-2
     1 2010         -0.1420759-0.1278099 -0.508224
     1 2011         -8.5846e-2-5.3748e-2-8.1966e-2
     1 2012         -5.8482e-2-2.7991e-3  0.258348
     1 2013          0.2689746-0.1420245-0.3591803
     1 2014          0.1265449-2.3775e-3-0.1371763
     1 2015          0.2685939-0.1427778-0.2697806
     1 2016          9.9804e-2 1.6473e-2 9.9011e-2
     1 2017         -9.4903e-2-3.5872e-2-8.1794e-2
     1 2018         -0.1195888-0.1480677 -0.508224
     1 2019          -3.617e-2 -5.552e-3  0.258348
     1 2020           0.282097  -0.11472-0.3591943
     1 2021          0.1214215-2.6641e-2 -0.135946
     1 2022          0.2816837-0.1159101-0.2697582
     1 2023          0.1012002-3.2971e-3 9.9086e-2
     1 2024          -0.100024  -1.66e-2-8.1899e-2
     1 2025         -9.1925e-2-0.1629177 -0.508224
     1 2026         -1.3001e-2-8.0751e-3  0.258348
     1 2027          0.2919122-8.6453e-2-0.3592124
     1 2028          0.1130061-4.9125e-2-0.1352059
     1 2029          0.2914785-8.7703e-2-0.2697738
     1 2030          9.8507e-2-2.3082e-2 9.9079e-2
     1 2031         -6.4264e-2-0.1771225 -0.508224
     1 2032          1.0513e-2-1.1105e-2  0.258348
     1 2033          -9.934e-2 2.0102e-2 0.1984076
     1 2034          0.2986513-5.7497e-2-0.3592023
     1 2035          0.1018084-6.9548e-2-0.1352608
     1 2036          0.2984147-5.8661e-2-0.2697749
     1 2037          9.2079e-2-4.1951e-2 9.9071e-2
     1 2038         -0.1015818 5.4423e-4 0.1984117
     1 2039         -3.6473e-2 -0.190263 -0.508224
     1 2040          3.3752e-2-1.2841e-2  0.258348
     1 2041          0.3029329-2.7891e-2-0.3592247
     1 2042          8.7817e-2-8.7082e-2-0.1355107
     1 2043          0.3028405-2.9271e-2-0.2697723
     1 2044          8.2326e-2-5.9263e-2 9.9055e-2
     1 2045         -9.3313e-2 3.8986e-2 0.1984211
     1 2046           5.618e-2-1.4231e-2  0.258348
     1 2047          0.3046694 1.9512e-3-0.3592171
     1 2048          2.0332e-2-0.2002731 -0.508224
     1 2049          7.0497e-2-0.1019571-0.1357012
     1 2050          0.3047597 6.0247e-4-0.2697851
     1 2051          6.9211e-2-7.4328e-2 9.9029e-2
     1 2052          -8.376e-2 5.6482e-2 0.1984484
     1 2053          0.3026812 3.1651e-2-0.3591878
     1 2054          4.1209e-2 -0.190659 -0.508224
     1 2055          5.0703e-2-0.1133832-0.1358861
     1 2056          0.3027613 3.0454e-2-0.2697693
     1 2057         -5.7351e-2-1.9742e-2  0.258348
     1 2058          5.3433e-2-8.6266e-2  9.908e-2
     1 2059         -7.1056e-2 7.1814e-2 0.1984705
     198000         -1.6688e-5 4.2491e-6    -0.381
 END
********************************************************************************
*********************************** DECK  2 ************************************
********************************************************************************
********************************************************************************
          ELM1      plunger3_500mm_simple
*Element topology for part "plunger3_500mm_simple"
      SEAG          ( 81, 51, -1.836117, 1.8361134,-1.3761734, 1.3761706)
      ZLWL          (        0.)
* Group ID   192 is body named plunger3_500mm_simple@Surface-Fill2
     1QPPL       192(1)(   10)(   16)(   21)(   28)  WB Elem Id:    1 Aqwa Elem No:    1
     1QPPL       192(1)(   16)(   37)(   43)(   21)  WB Elem Id:    2 Aqwa Elem No:    2
     1QPPL       192(1)(   37)(   55)(   59)(   43)  WB Elem Id:    3 Aqwa Elem No:    3
     1QPPL       192(1)(   55)(   70)(   75)(   59)  WB Elem Id:    4 Aqwa Elem No:    4
     1QPPL       192(1)(   70)(   83)(   87)(   75)  WB Elem Id:    5 Aqwa Elem No:    5
     1QPPL       192(1)(   83)(   96)(  101)(   87)  WB Elem Id:    6 Aqwa Elem No:    6
     1QPPL       192(1)(   96)(  107)(  112)(  101)  WB Elem Id:    7 Aqwa Elem No:    7
     1QPPL       192(1)(  107)(  120)(  125)(  112)  WB Elem Id:    8 Aqwa Elem No:    8
     1QPPL       192(1)(  120)(  133)(  139)(  125)  WB Elem Id:    9 Aqwa Elem No:    9
     1QPPL       192(1)(  133)(  147)(  152)(  139)  WB Elem Id:   10 Aqwa Elem No:   10
     1QPPL       192(1)(  147)(  160)(  165)(  152)  WB Elem Id:   11 Aqwa Elem No:   11
     1QPPL       192(1)(  160)(  175)(  179)(  165)  WB Elem Id:   12 Aqwa Elem No:   12
     1QPPL       192(1)(  175)(  190)(  193)(  179)  WB Elem Id:   13 Aqwa Elem No:   13
     1QPPL       192(1)(  190)(  200)(  205)(  193)  WB Elem Id:   14 Aqwa Elem No:   14
     1QPPL       192(1)(  200)(  214)(  217)(  205)  WB Elem Id:   15 Aqwa Elem No:   15
     1QPPL       192(1)(  214)(  226)(  230)(  217)  WB Elem Id:   16 Aqwa Elem No:   16
     1QPPL       192(1)(  226)(  239)(  243)(  230)  WB Elem Id:   17 Aqwa Elem No:   17
     1QPPL       192(1)(  239)(  252)(  257)(  243)  WB Elem Id:   18 Aqwa Elem No:   18
     1QPPL       192(1)(  252)(  267)(  271)(  257)  WB Elem Id:   19 Aqwa Elem No:   19
     1QPPL       192(1)(  267)(  280)(  285)(  271)  WB Elem Id:   20 Aqwa Elem No:   20
     1QPPL       192(1)(  280)(  293)(  297)(  285)  WB Elem Id:   21 Aqwa Elem No:   21
     1QPPL       192(1)(  293)(  305)(  311)(  297)  WB Elem Id:   22 Aqwa Elem No:   22
     1QPPL       192(1)(  305)(  318)(  323)(  311)  WB Elem Id:   23 Aqwa Elem No:   23
     1QPPL       192(1)(  318)(  333)(  338)(  323)  WB Elem Id:   24 Aqwa Elem No:   24
     1QPPL       192(1)(  333)(  345)(  349)(  338)  WB Elem Id:   25 Aqwa Elem No:   25
     1QPPL       192(1)(  345)(  359)(  364)(  349)  WB Elem Id:   26 Aqwa Elem No:   26
     1QPPL       192(1)(  359)(  373)(  377)(  364)  WB Elem Id:   27 Aqwa Elem No:   27
     1QPPL       192(1)(  373)(  386)(  391)(  377)  WB Elem Id:   28 Aqwa Elem No:   28
     1QPPL       192(1)(  386)(  399)(  404)(  391)  WB Elem Id:   29 Aqwa Elem No:   29
     1QPPL       192(1)(  399)(  412)(  418)(  404)  WB Elem Id:   30 Aqwa Elem No:   30
     1QPPL       192(1)(  412)(  426)(  431)(  418)  WB Elem Id:   31 Aqwa Elem No:   31
     1QPPL       192(1)(   10)(   28)(  431)(  426)  WB Elem Id:   32 Aqwa Elem No:   32
     1QPPL DIFF  192(1)(  442)(  447)(  452)(  456)  WB Elem Id:   33 Aqwa Elem No:   33
     1QPPL DIFF  192(1)(  442)(  456)(  466)(  470)  WB Elem Id:   34 Aqwa Elem No:   34
     1QPPL DIFF  192(1)(  470)(  466)(  475)(  481)  WB Elem Id:   35 Aqwa Elem No:   35
     1QPPL DIFF  192(1)(  481)(  475)(  490)(  494)  WB Elem Id:   36 Aqwa Elem No:   36
     1QPPL DIFF  192(1)(  494)(  490)(  501)(  505)  WB Elem Id:   37 Aqwa Elem No:   37
     1QPPL DIFF  192(1)(  505)(  501)(  515)(  519)  WB Elem Id:   38 Aqwa Elem No:   38
     1QPPL DIFF  192(1)(  519)(  515)(  529)(  533)  WB Elem Id:   39 Aqwa Elem No:   39
     1QPPL DIFF  192(1)(  533)(  529)(  541)(  545)  WB Elem Id:   40 Aqwa Elem No:   40
     1QPPL DIFF  192(1)(  545)(  541)(  556)(  559)  WB Elem Id:   41 Aqwa Elem No:   41
     1QPPL DIFF  192(1)(  559)(  556)(  571)(  573)  WB Elem Id:   42 Aqwa Elem No:   42
     1QPPL DIFF  192(1)(  573)(  571)(  582)(  587)  WB Elem Id:   43 Aqwa Elem No:   43
     1QPPL DIFF  192(1)(  587)(  582)(  596)(  601)  WB Elem Id:   44 Aqwa Elem No:   44
     1QPPL DIFF  192(1)(  601)(  596)(  607)(  612)  WB Elem Id:   45 Aqwa Elem No:   45
     1QPPL DIFF  192(1)(  612)(  607)(  620)(  625)  WB Elem Id:   46 Aqwa Elem No:   46
     1QPPL DIFF  192(1)(  625)(  620)(  633)(  637)  WB Elem Id:   47 Aqwa Elem No:   47
     1QPPL DIFF  192(1)(  637)(  633)(  646)(  650)  WB Elem Id:   48 Aqwa Elem No:   48
     1QPPL DIFF  192(1)(  650)(  646)(  658)(  662)  WB Elem Id:   49 Aqwa Elem No:   49
     1QPPL DIFF  192(1)(  662)(  658)(  672)(  676)  WB Elem Id:   50 Aqwa Elem No:   50
     1QPPL DIFF  192(1)(  676)(  672)(  684)(  689)  WB Elem Id:   51 Aqwa Elem No:   51
     1QPPL DIFF  192(1)(  689)(  684)(  698)(  702)  WB Elem Id:   52 Aqwa Elem No:   52
     1QPPL DIFF  192(1)(  702)(  698)(  711)(  715)  WB Elem Id:   53 Aqwa Elem No:   53
     1QPPL DIFF  192(1)(  715)(  711)(  725)(  728)  WB Elem Id:   54 Aqwa Elem No:   54
     1QPPL DIFF  192(1)(  728)(  725)(  736)(  738)  WB Elem Id:   55 Aqwa Elem No:   55
     1QPPL DIFF  192(1)(  738)(  736)(  748)(  752)  WB Elem Id:   56 Aqwa Elem No:   56
     1QPPL DIFF  192(1)(  752)(  748)(  761)(  764)  WB Elem Id:   57 Aqwa Elem No:   57
     1QPPL DIFF  192(1)(  764)(  761)(  773)(  778)  WB Elem Id:   58 Aqwa Elem No:   58
     1QPPL DIFF  192(1)(  778)(  773)(  787)(  791)  WB Elem Id:   59 Aqwa Elem No:   59
     1QPPL DIFF  192(1)(  791)(  787)(  799)(  804)  WB Elem Id:   60 Aqwa Elem No:   60
     1QPPL DIFF  192(1)(  804)(  799)(  813)(  817)  WB Elem Id:   61 Aqwa Elem No:   61
     1QPPL DIFF  192(1)(  817)(  813)(  825)(  828)  WB Elem Id:   62 Aqwa Elem No:   62
     1QPPL DIFF  192(1)(  828)(  825)(  836)(  839)  WB Elem Id:   63 Aqwa Elem No:   63
     1QPPL DIFF  192(1)(  447)(  839)(  836)(  452)  WB Elem Id:   64 Aqwa Elem No:   64
     1QPPL DIFF  192(1)(  848)(  852)(  856)(  861)  WB Elem Id:   65 Aqwa Elem No:   65
     1QPPL DIFF  192(1)(  852)(  867)(  870)(  856)  WB Elem Id:   66 Aqwa Elem No:   66
     1QPPL DIFF  192(1)(  867)(  879)(  883)(  870)  WB Elem Id:   67 Aqwa Elem No:   67
     1QPPL DIFF  192(1)(  879)(  890)(  894)(  883)  WB Elem Id:   68 Aqwa Elem No:   68
     1QPPL DIFF  192(1)(  890)(  899)(  903)(  894)  WB Elem Id:   69 Aqwa Elem No:   69
     1QPPL DIFF  192(1)(  899)(  911)(  913)(  903)  WB Elem Id:   70 Aqwa Elem No:   70
     1QPPL DIFF  192(1)(  911)(  917)(  924)(  913)  WB Elem Id:   71 Aqwa Elem No:   71
     1QPPL DIFF  192(1)(  917)(  930)(  933)(  924)  WB Elem Id:   72 Aqwa Elem No:   72
     1QPPL DIFF  192(1)(  930)(  940)(  944)(  933)  WB Elem Id:   73 Aqwa Elem No:   73
     1QPPL DIFF  192(1)(  940)(  951)(  954)(  944)  WB Elem Id:   74 Aqwa Elem No:   74
     1QPPL DIFF  192(1)(  951)(  960)(  966)(  954)  WB Elem Id:   75 Aqwa Elem No:   75
     1QPPL DIFF  192(1)(  960)(  973)(  976)(  966)  WB Elem Id:   76 Aqwa Elem No:   76
     1QPPL DIFF  192(1)(  973)(  983)(  989)(  976)  WB Elem Id:   77 Aqwa Elem No:   77
     1QPPL DIFF  192(1)(  983)( 1003)( 1007)(  989)  WB Elem Id:   78 Aqwa Elem No:   78
     1QPPL DIFF  192(1)( 1003)( 1025)( 1035)( 1007)  WB Elem Id:   79 Aqwa Elem No:   79
     1QPPL DIFF  192(1)( 1025)( 1053)( 1059)( 1035)  WB Elem Id:   80 Aqwa Elem No:   80
     1QPPL DIFF  192(1)( 1053)( 1076)( 1085)( 1059)  WB Elem Id:   81 Aqwa Elem No:   81
     1QPPL DIFF  192(1)( 1076)( 1102)( 1110)( 1085)  WB Elem Id:   82 Aqwa Elem No:   82
     1QPPL DIFF  192(1)( 1102)( 1127)( 1137)( 1110)  WB Elem Id:   83 Aqwa Elem No:   83
     1QPPL DIFF  192(1)( 1127)( 1154)( 1163)( 1137)  WB Elem Id:   84 Aqwa Elem No:   84
     1QPPL DIFF  192(1)( 1154)( 1175)( 1180)( 1163)  WB Elem Id:   85 Aqwa Elem No:   85
     1QPPL DIFF  192(1)( 1175)( 1188)( 1193)( 1180)  WB Elem Id:   86 Aqwa Elem No:   86
     1QPPL DIFF  192(1)( 1188)( 1201)( 1206)( 1193)  WB Elem Id:   87 Aqwa Elem No:   87
     1QPPL DIFF  192(1)( 1201)( 1213)( 1216)( 1206)  WB Elem Id:   88 Aqwa Elem No:   88
     1QPPL DIFF  192(1)( 1213)( 1225)( 1228)( 1216)  WB Elem Id:   89 Aqwa Elem No:   89
     1QPPL DIFF  192(1)( 1225)( 1236)( 1241)( 1228)  WB Elem Id:   90 Aqwa Elem No:   90
     1QPPL DIFF  192(1)( 1236)( 1247)( 1251)( 1241)  WB Elem Id:   91 Aqwa Elem No:   91
     1QPPL DIFF  192(1)( 1247)( 1260)( 1266)( 1251)  WB Elem Id:   92 Aqwa Elem No:   92
     1QPPL DIFF  192(1)( 1260)( 1273)( 1278)( 1266)  WB Elem Id:   93 Aqwa Elem No:   93
     1QPPL DIFF  192(1)( 1273)( 1286)( 1289)( 1278)  WB Elem Id:   94 Aqwa Elem No:   94
     1QPPL DIFF  192(1)( 1286)( 1296)( 1302)( 1289)  WB Elem Id:   95 Aqwa Elem No:   95
     1QPPL DIFF  192(1)(  848)(  861)( 1302)( 1296)  WB Elem Id:   96 Aqwa Elem No:   96
     1QPPL       192(1)(  848)( 1296)( 1310)( 1316)  WB Elem Id:   97 Aqwa Elem No:   97
     1QPPL       192(1)( 1296)( 1286)( 1324)( 1310)  WB Elem Id:   98 Aqwa Elem No:   98
     1QPPL       192(1)( 1286)( 1273)( 1330)( 1324)  WB Elem Id:   99 Aqwa Elem No:   99
     1QPPL       192(1)( 1273)( 1260)( 1338)( 1330)  WB Elem Id:  100 Aqwa Elem No:  100
     1QPPL       192(1)( 1260)( 1247)( 1345)( 1338)  WB Elem Id:  101 Aqwa Elem No:  101
     1QPPL       192(1)( 1247)( 1236)( 1351)( 1345)  WB Elem Id:  102 Aqwa Elem No:  102
     1QPPL       192(1)( 1236)( 1225)( 1358)( 1351)  WB Elem Id:  103 Aqwa Elem No:  103
     1QPPL       192(1)( 1225)( 1213)( 1365)( 1358)  WB Elem Id:  104 Aqwa Elem No:  104
     1QPPL       192(1)( 1213)( 1201)( 1370)( 1365)  WB Elem Id:  105 Aqwa Elem No:  105
     1QPPL       192(1)( 1201)( 1188)( 1376)( 1370)  WB Elem Id:  106 Aqwa Elem No:  106
     1QPPL       192(1)( 1188)( 1175)( 1383)( 1376)  WB Elem Id:  107 Aqwa Elem No:  107
     1QPPL       192(1)( 1175)( 1154)( 1390)( 1383)  WB Elem Id:  108 Aqwa Elem No:  108
     1QPPL       192(1)( 1154)( 1127)( 1397)( 1390)  WB Elem Id:  109 Aqwa Elem No:  109
